KEid_source	KEid	AOPid_target	AOPid	AOPtitle
https://identifiers.org/aop.events/381	https://identifiers.org/aop.events/381	https://identifiers.org/aop/12	https://identifiers.org/aop/12	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/12	https://identifiers.org/aop/12	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/12	https://identifiers.org/aop/12	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/13	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities
https://identifiers.org/aop.events/381	https://identifiers.org/aop.events/381	https://identifiers.org/aop/13	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/144	https://identifiers.org/aop/144	Endocytic lysosomal uptake leading to liver fibrosis
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/144	https://identifiers.org/aop/144	Endocytic lysosomal uptake leading to liver fibrosis
https://identifiers.org/aop.events/960	https://identifiers.org/aop.events/960	https://identifiers.org/aop/152	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity 
https://identifiers.org/aop.events/1488	https://identifiers.org/aop.events/1488	https://identifiers.org/aop/17	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/17	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/17	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/17	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	https://identifiers.org/aop/17	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/205	https://identifiers.org/aop/205	AOP from chemical insult to cell death
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/207	https://identifiers.org/aop/207	NADPH oxidase and P38 MAPK activation leading to reproductive failure in Caenorhabditis elegans
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/212	https://identifiers.org/aop/212	Histone deacetylase inhibition leading to testicular atrophy
https://identifiers.org/aop.events/1513	https://identifiers.org/aop.events/1513	https://identifiers.org/aop/260	https://identifiers.org/aop/260	CYP2E1 activation and formation of protein adducts leading to neurodegeneration
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/264	https://identifiers.org/aop/264	Uncoupling of oxidative phosphorylation leading to growth inhibition via ATP depletion associated cell death
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/265	https://identifiers.org/aop/265	Uncoupling of oxidative phosphorylation leading to growth inhibition via increased cytosolic calcium
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/266	https://identifiers.org/aop/266	Uncoupling of oxidative phosphorylation leading to growth inhibition via decreased Na-K ATPase activity
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/268	https://identifiers.org/aop/268	Uncoupling of oxidative phosphorylation leading to growth inhibition via mitochondrial swelling
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/273	https://identifiers.org/aop/273	Mitochondrial complex inhibition leading to liver injury
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/278	https://identifiers.org/aop/278	IKK complex inhibition leading to liver injury
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/281	https://identifiers.org/aop/281	Acetylcholinesterase Inhibition Leading to Neurodegeneration
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/285	https://identifiers.org/aop/285	Inhibition of N-linked glycosylation leads to liver injury
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/287	https://identifiers.org/aop/287	Mitochondrial complex III antagonism leading to growth inhibition (2)
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/291	https://identifiers.org/aop/291	Mitochondrial ATP synthase antagonism leading to growth inhibition (2)
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/293	https://identifiers.org/aop/293	Increased DNA damage leading to increased risk of breast cancer
https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	https://identifiers.org/aop/293	https://identifiers.org/aop/293	Increased DNA damage leading to increased risk of breast cancer
https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	https://identifiers.org/aop/294	https://identifiers.org/aop/294	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/294	https://identifiers.org/aop/294	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/3	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/368	https://identifiers.org/aop/368	Cytochrome oxidase inhibition leading to olfactory nasal lesions
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/374	https://identifiers.org/aop/374	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/38	https://identifiers.org/aop/38	Protein Alkylation leading to Liver Fibrosis
https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	https://identifiers.org/aop/38	https://identifiers.org/aop/38	Protein Alkylation leading to Liver Fibrosis
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/38	https://identifiers.org/aop/38	Protein Alkylation leading to Liver Fibrosis
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/410	https://identifiers.org/aop/410	GSK3beta inactivation leading to increased mortality via defects in developing inner ear
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/419	https://identifiers.org/aop/419	Aryl hydrocarbon receptor activation leading to impaired lung function through P53 toxicity pathway
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/429	https://identifiers.org/aop/429	A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/432	https://identifiers.org/aop/432	Deposition of Energy by Ionizing Radiation leading to Acute Myeloid Leukemia
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/439	https://identifiers.org/aop/439	Activation of the AhR leading to breast cancer 
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/452	https://identifiers.org/aop/452	Adverse outcome pathway of PM-induced respiratory toxicity
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/460	https://identifiers.org/aop/460	Antagonism of Smoothened receptor leading to orofacial clefting
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/464	https://identifiers.org/aop/464	Calcium overload in dopaminergic neurons of the substantia nigra leading to parkinsonian motor deficits
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/468	https://identifiers.org/aop/468	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death)
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/470	https://identifiers.org/aop/470	Deposition of energy leads to vascular remodeling
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/471	https://identifiers.org/aop/471	Various neuronal effects induced by elavl3, sox10, and mbp
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/476	https://identifiers.org/aop/476	Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/479	https://identifiers.org/aop/479	Mitochondrial complexes inhibition leading to heart failure via increased myocardial oxidative stress
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/48	https://identifiers.org/aop/48	Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/48	https://identifiers.org/aop/48	Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/482	https://identifiers.org/aop/482	Deposition of energy leading to occurrence of bone loss
https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	https://identifiers.org/aop/483	https://identifiers.org/aop/483	Deposition of Energy Leading to Learning and Memory Impairment
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/490	https://identifiers.org/aop/490	Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/490	https://identifiers.org/aop/490	Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/491	https://identifiers.org/aop/491	Decrease, GLI1/2 target gene expression leads to orofacial clefting 
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/494	https://identifiers.org/aop/494	AhR activation leading to liver fibrosis 
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/500	https://identifiers.org/aop/500	Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/502	https://identifiers.org/aop/502	Decrease, cholesterol synthesis leads to orofacial clefting
https://identifiers.org/aop.events/1513	https://identifiers.org/aop.events/1513	https://identifiers.org/aop/505	https://identifiers.org/aop/505	Reactive Oxygen Species (ROS) formation leads to cancer via inflammation pathway
https://identifiers.org/aop.events/1513	https://identifiers.org/aop.events/1513	https://identifiers.org/aop/513	https://identifiers.org/aop/513	Reactive Oxygen (ROS) formation leads to cancer via Peroxisome proliferation-activated receptor (PPAR) pathway
https://identifiers.org/aop.events/851	https://identifiers.org/aop.events/851	https://identifiers.org/aop/54	https://identifiers.org/aop/54	Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment 
https://identifiers.org/aop.events/381	https://identifiers.org/aop.events/381	https://identifiers.org/aop/54	https://identifiers.org/aop/54	Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment 
